participant_id,age,trial,risky_reward,safe_reward,reward_diff,choice
245,44,8,16.57,13.23,3.34,1
245,44,9,20.91,8.17,12.75,1
246,79,0,17.26,10.04,7.22,0
246,79,1,21.62,9.91,11.72,0
246,79,2,25.59,9.9,15.69,0
246,79,3,28.27,10.77,17.5,0
246,79,4,19.04,13.03,6.01,0
246,79,5,29.88,6.3,23.58,0
246,79,6,20.92,9.92,11.0,0
246,79,7,21.19,10.37,10.82,0
246,79,8,15.04,7.45,7.59,0
246,79,9,16.82,6.14,10.68,0
247,74,0,24.72,12.12,12.6,0
247,74,1,16.19,14.4,1.79,0
247,74,2,27.8,13.63,14.17,0
247,74,3,17.53,13.22,4.31,0
247,74,4,23.95,8.37,15.58,0
247,74,5,16.83,10.1,6.73,0
247,74,6,20.39,9.75,10.64,0
247,74,7,24.62,14.01,10.6,0
247,74,8,20.72,6.41,14.31,0
247,74,9,25.93,14.32,11.61,0
248,69,0,29.25,5.63,23.62,0
248,69,1,15.86,13.94,1.92,0
248,69,2,25.04,13.32,11.72,1
248,69,3,15.58,13.79,1.79,0
248,69,4,16.93,9.68,7.25,0
248,69,5,15.46,7.75,7.72,1
248,69,6,21.31,13.95,7.35,0
248,69,7,24.56,6.62,17.94,0
248,69,8,22.74,6.54,16.21,0
248,69,9,26.36,12.32,14.04,0
249,30,0,18.01,7.11,10.9,1
249,30,1,18.3,9.39,8.91,0
249,30,2,26.76,9.53,17.23,1
249,30,3,27.58,11.55,16.03,1
249,30,4,19.11,8.15,10.96,1
249,30,5,19.1,7.1,12.0,1
249,30,6,28.63,6.04,22.58,1
249,30,7,25.31,5.96,19.35,0
249,30,8,23.53,8.64,14.89,1
249,30,9,18.86,11.94,6.93,1
250,58,0,27.59,9.48,18.11,0
250,58,1,18.32,11.77,6.55,0
250,58,2,22.1,11.18,10.92,0
250,58,3,28.41,9.98,18.43,0
250,58,4,27.02,9.11,17.92,1
250,58,5,21.09,13.26,7.83,1
250,58,6,22.87,13.06,9.81,0
250,58,7,24.63,7.46,17.18,1
250,58,8,26.92,5.99,20.93,1
250,58,9,27.83,8.46,19.36,0
251,20,0,29.7,7.68,22.01,1
251,20,1,25.58,9.51,16.07,1
251,20,2,25.61,5.31,20.3,1
251,20,3,17.08,6.27,10.81,1
251,20,4,29.4,11.93,17.47,1
251,20,5,20.96,8.36,12.6,1
251,20,6,22.21,10.52,11.69,1
251,20,7,18.86,14.49,4.37,1
251,20,8,29.48,5.15,24.34,1
251,20,9,20.0,9.49,10.51,1
252,56,0,21.53,9.15,12.39,0
252,56,1,25.29,13.33,11.96,1
252,56,2,24.14,10.85,13.29,1
252,56,3,22.29,8.14,14.15,1
252,56,4,18.21,6.06,12.15,0
252,56,5,24.91,14.51,10.4,0
252,56,6,15.78,13.84,1.94,0
252,56,7,21.65,10.86,10.79,0
252,56,8,22.98,14.05,8.93,1
252,56,9,17.87,9.41,8.46,0
253,23,0,27.24,14.88,12.36,1
253,23,1,15.71,13.01,2.7,1
253,23,2,17.98,9.95,8.03,1
253,23,3,26.56,10.0,16.56,1
253,23,4,29.61,11.63,17.97,1
253,23,5,19.21,12.31,6.9,1
253,23,6,17.58,10.3,7.28,1
253,23,7,24.43,6.18,18.25,1
253,23,8,19.25,5.0,14.25,1
253,23,9,29.0,13.67,15.33,1
254,25,0,26.68,11.09,15.59,0
254,25,1,20.6,11.81,8.79,1
254,25,2,20.94,14.64,6.31,1
254,25,3,19.32,6.2,13.12,1
254,25,4,24.67,8.74,15.93,0
254,25,5,15.33,8.04,7.3,0
254,25,6,19.81,7.52,12.29,1
254,25,7,27.36,6.03,21.33,0
254,25,8,26.93,6.81,20.11,1
254,25,9,20.77,9.02,11.75,1
255,44,0,29.44,6.27,23.18,1
255,44,1,22.21,8.76,13.45,1
255,44,2,15.78,11.86,3.93,1
255,44,3,17.92,13.16,4.76,0
255,44,4,22.3,7.98,14.31,0
255,44,5,19.32,7.36,11.96,0
255,44,6,15.6,5.95,9.66,1
255,44,7,17.29,5.69,11.6,0
255,44,8,19.33,6.49,12.84,1
255,44,9,29.04,10.2,18.84,1
256,26,0,28.1,8.95,19.15,1
256,26,1,18.11,8.78,9.33,1
256,26,2,25.16,7.9,17.26,1
256,26,3,15.99,6.91,9.08,1
256,26,4,29.05,8.77,20.28,1
256,26,5,18.83,6.27,12.56,1
256,26,6,19.58,6.58,13.0,1
256,26,7,26.41,5.16,21.25,1
256,26,8,20.69,10.07,10.63,1
256,26,9,19.7,7.95,11.75,1
257,79,0,28.07,6.93,21.14,0
257,79,1,28.47,8.5,19.97,0
257,79,2,20.39,6.26,14.14,0
257,79,3,22.88,7.03,15.85,0
257,79,4,26.95,10.9,16.05,0
257,79,5,23.22,12.03,11.19,0
257,79,6,24.44,6.53,17.91,0
257,79,7,25.16,5.24,19.92,0
257,79,8,19.99,11.69,8.3,0
257,79,9,23.86,14.13,9.73,0
258,54,0,28.82,14.79,14.04,1
258,54,1,24.34,9.13,15.21,0
258,54,2,18.78,14.81,3.97,0
258,54,3,26.9,5.86,21.05,1
258,54,4,26.38,5.22,21.16,0
258,54,5,15.21,11.57,3.64,0
258,54,6,24.17,11.96,12.21,1
258,54,7,16.62,5.7,10.92,0
258,54,8,22.81,12.42,10.39,0
258,54,9,21.34,8.98,12.36,1
259,50,0,20.03,14.76,5.27,0
259,50,1,19.94,10.88,9.06,0
259,50,2,21.62,5.18,16.44,1
259,50,3,22.66,14.69,7.96,0
259,50,4,16.06,6.89,9.17,0
259,50,5,27.62,11.18,16.44,0
259,50,6,15.43,13.29,2.14,0
259,50,7,18.89,12.09,6.8,1
259,50,8,15.6,7.01,8.59,1
259,50,9,20.07,9.18,10.88,0
260,68,0,22.15,7.71,14.44,1
260,68,1,24.08,8.96,15.12,0
260,68,2,28.0,12.47,15.54,0
260,68,3,22.42,6.31,16.12,0
260,68,4,18.09,9.41,8.68,1
260,68,5,27.38,6.26,21.12,0
260,68,6,27.96,9.65,18.32,0
260,68,7,24.29,13.03,11.26,0
260,68,8,26.79,9.62,17.16,0
260,68,9,22.3,9.63,12.67,0
261,59,0,27.32,10.54,16.78,1
261,59,1,22.02,14.68,7.34,0
261,59,2,27.17,5.33,21.84,0
261,59,3,24.7,13.3,11.4,1
261,59,4,27.79,10.48,17.3,1
261,59,5,19.76,7.82,11.94,0
261,59,6,15.78,6.59,9.19,0
261,59,7,16.99,7.33,9.66,0
261,59,8,22.76,12.64,10.12,0
261,59,9,26.85,11.18,15.66,1
262,61,0,17.34,9.37,7.97,0
262,61,1,26.15,10.81,15.35,0
262,61,2,17.56,7.27,10.29,0
262,61,3,21.35,10.15,11.2,1
262,61,4,24.94,13.53,11.42,1
262,61,5,22.37,14.76,7.62,0
262,61,6,23.93,5.9,18.02,0
262,61,7,16.34,14.59,1.75,0
262,61,8,26.82,12.04,14.78,0
262,61,9,21.75,13.58,8.16,0
263,41,0,22.49,14.32,8.17,0
263,41,1,23.08,9.54,13.53,1
263,41,2,15.06,7.42,7.64,1
263,41,3,20.7,9.48,11.21,0
263,41,4,20.25,9.52,10.73,1
263,41,5,15.72,12.75,2.97,0
263,41,6,26.41,6.5,19.91,1
263,41,7,18.8,7.28,11.52,1
263,41,8,16.96,8.09,8.86,1
263,41,9,29.79,8.09,21.7,1
264,32,0,17.99,10.88,7.11,1
264,32,1,27.94,14.61,13.32,1
264,32,2,21.75,5.22,16.53,1
264,32,3,21.21,7.7,13.51,1
264,32,4,24.81,9.16,15.65,1
264,32,5,25.34,10.65,14.69,0
264,32,6,16.76,12.86,3.91,0
264,32,7,16.73,11.95,4.78,1
264,32,8,29.17,6.42,22.76,1
264,32,9,20.73,14.57,6.16,1
265,76,0,29.43,14.01,15.42,0
265,76,1,27.05,14.96,12.1,0
265,76,2,21.55,10.2,11.35,0
265,76,3,15.23,7.2,8.03,0
265,76,4,21.65,6.71,14.94,0
265,76,5,25.57,5.85,19.72,0
265,76,6,24.8,14.56,10.24,1
265,76,7,18.72,14.28,4.44,0
265,76,8,25.81,12.66,13.15,0
265,76,9,22.71,7.32,15.39,0
266,71,0,27.15,6.35,20.8,0
266,71,1,29.08,6.86,22.22,0
266,71,2,29.91,10.56,19.36,0
266,71,3,19.74,9.24,10.5,0
266,71,4,19.21,14.72,4.49,0
266,71,5,26.0,5.0,21.0,0
266,71,6,28.74,7.88,20.86,0
266,71,7,24.78,12.13,12.65,0
266,71,8,19.79,7.52,12.27,0
266,71,9,28.85,9.57,19.28,0
267,49,0,21.78,9.24,12.54,1
267,49,1,21.4,10.37,11.02,1
267,49,2,21.66,12.81,8.85,0
267,49,3,24.53,14.1,10.43,1
267,49,4,23.36,12.87,10.48,0
267,49,5,19.86,6.36,13.5,0
267,49,6,22.06,13.78,8.28,0
267,49,7,25.11,13.04,12.07,0
267,49,8,20.97,10.14,10.83,0
267,49,9,20.6,8.88,11.72,1
268,49,0,28.72,5.91,22.81,0
268,49,1,21.2,9.06,12.14,0
268,49,2,16.01,10.94,5.07,0
268,49,3,27.42,6.71,20.72,0
268,49,4,24.84,13.82,11.02,0
268,49,5,23.13,14.19,8.94,0
268,49,6,21.72,7.74,13.98,1
268,49,7,20.82,7.87,12.95,1
268,49,8,27.92,5.7,22.22,0
268,49,9,17.59,8.45,9.15,1
269,41,0,19.05,12.68,6.37,0
269,41,1,18.32,9.64,8.69,1
269,41,2,28.1,12.63,15.48,1
269,41,3,25.06,13.47,11.59,1
269,41,4,21.04,14.07,6.97,0
269,41,5,23.14,10.3,12.85,1
269,41,6,22.81,11.55,11.25,1
269,41,7,25.71,13.61,12.1,1
269,41,8,21.77,9.08,12.69,0
269,41,9,18.75,11.4,7.35,0
270,58,0,21.27,14.11,7.16,0
270,58,1,16.59,7.33,9.26,0
270,58,2,29.37,5.98,23.4,1
270,58,3,17.42,14.96,2.46,1
270,58,4,22.54,13.48,9.05,1
270,58,5,24.07,7.77,16.3,0
270,58,6,19.25,11.87,7.38,0
270,58,7,18.32,5.35,12.97,0
270,58,8,19.34,13.09,6.25,0
270,58,9,21.86,11.07,10.79,0
271,69,0,27.41,9.25,18.16,0
271,69,1,18.98,10.36,8.61,0
271,69,2,21.6,5.91,15.69,0
271,69,3,18.21,6.97,11.24,0
271,69,4,18.42,10.84,7.58,0
271,69,5,21.73,10.37,11.36,0
271,69,6,17.34,13.8,3.53,0
271,69,7,21.18,5.36,15.83,0
271,69,8,23.31,10.59,12.72,0
271,69,9,17.66,7.52,10.14,0
272,66,0,29.21,6.36,22.85,0
272,66,1,18.21,5.6,12.61,0
272,66,2,17.16,12.1,5.06,0
272,66,3,17.16,5.09,12.07,0
272,66,4,17.64,11.06,6.58,0
272,66,5,23.78,8.16,15.63,1
272,66,6,18.34,6.88,11.46,0
272,66,7,24.87,7.64,17.24,1
272,66,8,22.78,11.06,11.73,0
272,66,9,23.84,9.71,14.13,0
273,79,0,28.92,13.28,15.63,0
273,79,1,18.56,7.63,10.93,0
273,79,2,26.16,10.03,16.13,0
273,79,3,25.85,13.06,12.79,0
273,79,4,24.96,9.27,15.7,0
273,79,5,27.68,10.25,17.42,0
273,79,6,28.25,9.96,18.29,0
273,79,7,26.3,7.2,19.1,0
273,79,8,27.99,12.24,15.74,0
273,79,9,18.22,8.56,9.66,0
274,66,0,17.64,12.43,5.21,0
274,66,1,21.81,8.86,12.95,0
274,66,2,20.87,5.8,15.07,1
274,66,3,23.86,10.99,12.87,0
274,66,4,21.48,5.54,15.94,0
274,66,5,22.57,6.5,16.08,1
274,66,6,16.85,6.01,10.84,0
274,66,7,17.95,7.51,10.43,1
274,66,8,29.37,13.55,15.82,0
274,66,9,19.91,7.1,12.81,0
275,75,0,15.29,11.71,3.58,0
275,75,1,28.48,6.64,21.84,0
275,75,2,26.88,6.27,20.61,0
275,75,3,17.55,7.55,10.01,0
275,75,4,23.34,9.11,14.23,0
275,75,5,16.9,14.74,2.16,0
275,75,6,26.59,8.39,18.2,0
275,75,7,27.87,8.09,19.78,0
275,75,8,23.5,9.72,13.78,0
275,75,9,25.98,5.88,20.11,0
276,69,0,28.44,5.58,22.86,1
276,69,1,25.75,9.37,16.38,0
276,69,2,17.05,10.07,6.99,1
276,69,3,22.15,12.64,9.51,0
276,69,4,22.21,14.92,7.29,0
276,69,5,27.62,9.15,18.47,0
276,69,6,15.61,6.23,9.38,0
276,69,7,21.03,13.46,7.57,0
276,69,8,24.82,12.09,12.73,0
276,69,9,20.36,10.77,9.59,0
277,29,0,16.26,14.93,1.33,1
277,29,1,16.09,13.79,2.3,1
277,29,2,24.75,8.29,16.46,1
277,29,3,18.93,8.43,10.5,1
277,29,4,25.81,10.12,15.69,0
277,29,5,15.63,10.03,5.6,1
277,29,6,28.8,5.49,23.31,1
277,29,7,27.8,7.42,20.39,0
277,29,8,15.29,12.32,2.96,0
277,29,9,24.86,9.39,15.47,1
278,79,0,28.8,9.7,19.1,0
278,79,1,25.35,9.82,15.53,0
278,79,2,18.21,5.64,12.57,0
278,79,3,24.33,10.06,14.27,0
278,79,4,27.92,11.16,16.76,1
278,79,5,25.43,9.18,16.25,0
278,79,6,24.74,8.5,16.23,0
278,79,7,17.01,11.72,5.29,1
278,79,8,28.87,6.13,22.74,0
278,79,9,20.0,8.74,11.26,0
279,56,0,23.78,9.43,14.35,1
279,56,1,19.79,13.1,6.69,0
279,56,2,25.87,11.98,13.89,1
279,56,3,16.49,7.72,8.77,0
279,56,4,29.71,9.94,19.77,1
279,56,5,17.1,8.22,8.88,0
279,56,6,16.13,14.43,1.69,0
279,56,7,28.69,12.81,15.88,0
279,56,8,24.1,11.27,12.83,0
279,56,9,24.43,10.54,13.89,0
280,19,0,25.98,12.77,13.21,1
280,19,1,18.23,5.84,12.4,1
280,19,2,22.71,13.29,9.42,1
280,19,3,23.56,10.27,13.29,1
280,19,4,24.23,13.28,10.95,1
280,19,5,23.91,10.94,12.98,1
280,19,6,16.85,14.8,2.05,1
280,19,7,18.41,6.71,11.7,1
280,19,8,24.14,11.44,12.71,1
280,19,9,28.4,8.89,19.51,1
281,20,0,21.94,8.9,13.03,1
281,20,1,28.94,8.03,20.9,1
281,20,2,26.72,14.31,12.41,1
281,20,3,23.65,7.75,15.91,1
281,20,4,15.08,10.65,4.43,1
281,20,5,19.84,11.45,8.39,1
281,20,6,24.14,13.53,10.61,1
281,20,7,22.79,9.51,13.29,1
281,20,8,23.35,11.62,11.74,1
281,20,9,26.04,10.71,15.33,1
282,66,0,16.75,10.96,5.78,0
282,66,1,16.19,9.3,6.9,0
282,66,2,19.93,12.2,7.73,0
282,66,3,19.99,12.55,7.44,0
282,66,4,24.56,10.53,14.03,1
282,66,5,25.45,8.76,16.69,0
282,66,6,27.27,10.88,16.39,0
282,66,7,18.06,8.4,9.65,0
282,66,8,19.44,10.15,9.29,1
282,66,9,29.67,6.08,23.59,0
283,54,0,28.7,10.25,18.45,0
283,54,1,21.54,11.3,10.24,1
283,54,2,19.52,10.78,8.74,0
283,54,3,23.69,7.87,15.83,1
283,54,4,16.26,5.52,10.74,1
283,54,5,16.11,6.04,10.08,0
283,54,6,15.58,11.59,3.99,1
283,54,7,28.07,9.85,18.22,1
283,54,8,22.76,8.82,13.95,0
283,54,9,16.72,14.97,1.75,0
284,66,0,20.22,12.1,8.12,0
284,66,1,27.5,9.54,17.96,0
284,66,2,16.61,13.46,3.15,0
284,66,3,18.18,6.45,11.72,0
284,66,4,29.64,7.57,22.07,0
284,66,5,15.45,8.97,6.48,0
284,66,6,29.3,10.17,19.13,0
284,66,7,23.21,5.41,17.8,0
284,66,8,23.63,14.51,9.13,0
284,66,9,18.43,7.2,11.22,1
285,73,0,28.84,13.53,15.31,0
285,73,1,20.89,10.04,10.85,0
285,73,2,18.8,10.05,8.75,1
285,73,3,16.98,13.87,3.11,0
285,73,4,21.34,10.17,11.17,0
285,73,5,26.11,12.84,13.27,0
285,73,6,25.84,7.05,18.79,0
285,73,7,22.05,8.31,13.74,0
285,73,8,19.94,6.38,13.56,0
285,73,9,29.7,7.26,22.44,0
286,34,0,21.49,5.71,15.78,1
286,34,1,25.53,10.13,15.4,0
286,34,2,19.33,5.86,13.47,0
286,34,3,20.67,10.76,9.91,0
286,34,4,19.86,12.16,7.7,1
286,34,5,19.37,6.45,12.92,0
286,34,6,18.34,12.17,6.17,0
286,34,7,22.92,10.4,12.52,1
286,34,8,19.89,9.76,10.13,1
286,34,9,29.79,14.38,15.41,0
287,76,0,28.34,9.68,18.66,0
287,76,1,28.43,8.93,19.5,0
287,76,2,21.24,11.01,10.23,0
287,76,3,29.26,7.45,21.81,0
287,76,4,22.81,7.69,15.13,0
287,76,5,23.28,11.61,11.67,0
287,76,6,22.22,11.17,11.05,0
287,76,7,17.98,14.62,3.36,0
287,76,8,26.01,9.11,16.9,0
287,76,9,21.11,9.09,12.02,0
288,66,0,23.15,9.97,13.18,1
288,66,1,22.44,6.69,15.75,1
288,66,2,28.99,11.05,17.94,0
288,66,3,21.03,14.09,6.94,0
288,66,4,26.54,8.69,17.85,0
288,66,5,27.31,13.54,13.77,1
288,66,6,19.06,7.86,11.21,0
288,66,7,27.83,5.32,22.51,1
288,66,8,19.11,7.0,12.11,0
288,66,9,26.97,10.63,16.34,1
289,19,0,21.44,9.08,12.36,1
289,19,1,25.14,12.02,13.12,1
289,19,2,25.93,5.0,20.93,1
289,19,3,27.21,14.04,13.17,1
289,19,4,29.01,13.1,15.91,1
289,19,5,16.4,12.39,4.01,0
289,19,6,25.18,10.71,14.47,1
289,19,7,21.64,10.99,10.65,1
289,19,8,28.99,5.76,23.23,1
289,19,9,25.3,12.92,12.39,1
290,19,0,28.63,14.42,14.21,1
290,19,1,21.04,5.23,15.8,1
290,19,2,23.05,14.11,8.95,1
290,19,3,16.91,5.93,10.98,1
290,19,4,22.98,7.66,15.32,1
290,19,5,28.91,9.03,19.88,1
290,19,6,20.76,12.37,8.39,1
290,19,7,16.84,14.28,2.56,1
290,19,8,26.02,8.67,17.35,1
290,19,9,16.51,9.96,6.55,1
291,45,0,20.02,11.95,8.07,0
291,45,1,25.56,9.93,15.63,0
291,45,2,22.34,9.5,12.84,1
291,45,3,19.61,5.42,14.19,0
291,45,4,18.73,8.04,10.69,0
291,45,5,19.91,7.42,12.49,1
291,45,6,26.62,6.3,20.33,1
291,45,7,22.6,11.87,10.73,0
291,45,8,27.16,5.45,21.71,1
291,45,9,19.2,6.46,12.74,1
292,71,0,19.65,10.22,9.43,0
292,71,1,20.72,12.19,8.52,0
292,71,2,19.35,10.41,8.94,1
292,71,3,16.2,9.18,7.02,0
292,71,4,25.82,5.88,19.94,0
292,71,5,25.98,11.11,14.88,0
292,71,6,21.06,7.22,13.85,0
292,71,7,23.23,10.38,12.85,0
292,71,8,29.23,14.02,15.21,0
292,71,9,27.02,14.43,12.59,1
293,40,0,18.98,9.95,9.03,0
293,40,1,22.58,12.48,10.1,1
293,40,2,18.79,12.32,6.47,1
293,40,3,20.27,7.65,12.62,1
293,40,4,25.62,8.68,16.95,1
293,40,5,16.5,13.05,3.45,1
293,40,6,24.73,12.25,12.47,1
293,40,7,28.27,11.16,17.11,1
293,40,8,17.74,14.42,3.31,0
293,40,9,18.12,8.38,9.74,0
294,54,0,25.44,12.66,12.78,0
294,54,1,25.75,8.86,16.88,1
294,54,2,24.49,14.76,9.73,1
294,54,3,21.91,11.74,10.17,0
294,54,4,27.65,12.62,15.03,1
294,54,5,29.98,12.52,17.45,0
294,54,6,24.77,13.56,11.21,1
294,54,7,20.22,13.76,6.45,1
294,54,8,16.17,12.88,3.29,0
294,54,9,17.44,13.54,3.9,0
295,49,0,22.8,13.3,9.5,1
295,49,1,17.91,7.85,10.06,0
295,49,2,22.97,13.06,9.91,0
295,49,3,23.72,12.81,10.91,1
295,49,4,15.75,13.74,2.01,1
295,49,5,18.7,11.95,6.75,1
295,49,6,28.14,7.98,20.16,1
295,49,7,19.51,10.78,8.73,1
295,49,8,23.02,13.77,9.26,0
295,49,9,18.99,9.62,9.37,0
296,50,0,29.24,14.99,14.25,1
296,50,1,25.9,8.78,17.12,1
296,50,2,15.14,9.61,5.53,0
296,50,3,15.34,11.87,3.47,1
296,50,4,23.4,8.01,15.39,1
296,50,5,21.11,7.32,13.78,0
296,50,6,17.98,10.08,7.9,1
296,50,7,25.06,12.54,12.53,1
296,50,8,22.02,5.71,16.31,0
296,50,9,18.97,10.28,8.69,0
297,18,0,28.87,10.49,18.37,1
297,18,1,21.02,14.49,6.53,1
297,18,2,19.28,13.44,5.84,1
297,18,3,27.43,13.23,14.2,1
297,18,4,25.52,7.91,17.61,1
297,18,5,19.45,12.26,7.19,1
297,18,6,15.01,12.15,2.86,1
297,18,7,16.57,7.38,9.19,1
297,18,8,22.14,5.45,16.69,1
297,18,9,25.74,8.23,17.51,1
298,36,0,21.73,11.26,10.47,1
298,36,1,17.83,13.59,4.24,1
298,36,2,20.7,13.71,6.99,0
298,36,3,20.13,11.84,8.29,1
298,36,4,26.03,9.87,16.16,0
298,36,5,29.32,14.26,15.06,0
298,36,6,22.68,8.6,14.08,1
298,36,7,25.35,13.84,11.51,1
298,36,8,28.77,13.15,15.62,0
298,36,9,28.2,7.8,20.4,1
299,79,0,16.68,7.91,8.77,0
299,79,1,27.06,13.99,13.07,0
299,79,2,15.08,6.86,8.22,0
299,79,3,20.45,10.01,10.44,0
299,79,4,20.23,6.79,13.44,0
299,79,5,21.96,9.95,12.01,0
299,79,6,29.34,7.15,22.19,0
299,79,7,26.04,10.57,15.47,0
299,79,8,20.67,9.64,11.03,0
299,79,9,24.13,7.88,16.25,0
300,19,0,23.17,10.32,12.84,1
300,19,1,25.47,11.24,14.24,1
300,19,2,22.04,12.2,9.84,1
300,19,3,20.93,8.22,12.71,1
300,19,4,29.09,11.72,17.37,1
300,19,5,21.91,13.91,8.0,1
300,19,6,29.83,14.49,15.34,1
300,19,7,29.0,8.63,20.37,1
300,19,8,21.28,9.41,11.87,1
300,19,9,26.62,5.34,21.28,1
301,70,0,17.8,8.46,9.34,0
301,70,1,22.04,8.34,13.69,1
301,70,2,17.18,5.33,11.85,0
301,70,3,29.32,6.16,23.16,0
301,70,4,26.0,11.37,14.63,0
301,70,5,27.4,6.07,21.33,0
301,70,6,25.46,10.87,14.59,0
301,70,7,16.08,11.91,4.18,0
301,70,8,20.69,8.4,12.28,0
301,70,9,28.36,9.96,18.4,0
302,61,0,21.03,6.02,15.01,1
302,61,1,15.77,8.8,6.97,0
302,61,2,25.77,12.43,13.34,1
302,61,3,18.32,7.74,10.57,0
302,61,4,17.17,6.34,10.83,0
302,61,5,27.06,6.81,20.26,0
302,61,6,20.33,12.91,7.42,0
302,61,7,16.92,12.39,4.53,0
302,61,8,18.94,8.75,10.19,0
302,61,9,20.15,7.42,12.73,0
303,43,0,15.29,12.72,2.56,1
303,43,1,15.66,11.54,4.12,0
303,43,2,27.21,9.94,17.27,1
303,43,3,26.06,12.0,14.06,1
303,43,4,28.55,6.04,22.51,0
303,43,5,27.9,11.88,16.02,0
303,43,6,25.83,6.9,18.93,1
303,43,7,16.07,8.9,7.18,0
303,43,8,20.8,8.3,12.49,0
303,43,9,28.08,5.48,22.61,1
304,49,0,17.37,11.95,5.42,1
304,49,1,24.97,7.86,17.11,1
304,49,2,29.05,5.19,23.86,1
304,49,3,15.32,9.84,5.49,0
304,49,4,19.82,6.32,13.5,1
304,49,5,25.08,12.82,12.26,0
304,49,6,23.85,7.01,16.84,1
304,49,7,17.43,7.49,9.94,1
304,49,8,22.79,10.63,12.16,0
304,49,9,17.93,11.42,6.52,0
305,23,0,23.4,7.55,15.85,1
305,23,1,15.59,8.05,7.53,1
305,23,2,15.71,7.19,8.52,1
305,23,3,26.74,9.55,17.19,1
305,23,4,20.82,6.6,14.22,1
305,23,5,23.7,14.48,9.22,1
305,23,6,22.61,8.29,14.32,1
305,23,7,15.36,8.13,7.23,1
305,23,8,23.31,9.51,13.8,1
305,23,9,19.47,8.83,10.64,1
306,49,0,29.51,9.39,20.12,1
306,49,1,27.7,9.27,18.43,0
306,49,2,18.46,12.44,6.03,0
306,49,3,27.14,12.81,14.33,1
306,49,4,25.73,13.0,12.73,1
306,49,5,17.59,5.03,12.56,1
306,49,6,20.29,10.55,9.74,1
306,49,7,27.89,7.58,20.32,1
306,49,8,22.21,9.99,12.22,1
306,49,9,19.08,6.7,12.38,0
307,72,0,26.55,9.62,16.93,0
307,72,1,26.04,6.38,19.66,0
307,72,2,27.32,7.04,20.27,0
307,72,3,16.88,6.38,10.5,0
307,72,4,22.04,12.83,9.22,0
307,72,5,24.07,11.86,12.21,1
307,72,6,19.68,11.38,8.3,1
307,72,7,15.49,13.52,1.98,0
307,72,8,18.98,11.88,7.1,0
307,72,9,19.6,5.36,14.24,0
308,21,0,20.18,6.06,14.11,1
308,21,1,26.53,7.22,19.31,1
308,21,2,18.64,14.92,3.72,1
308,21,3,23.63,14.25,9.38,1
308,21,4,29.56,14.47,15.09,1
308,21,5,18.22,11.34,6.88,1
308,21,6,29.79,6.8,22.99,1
308,21,7,20.08,6.76,13.33,1
308,21,8,26.91,9.65,17.26,1
308,21,9,29.93,8.99,20.94,1
309,72,0,20.48,8.93,11.55,0
309,72,1,29.07,10.42,18.64,0
309,72,2,16.34,7.11,9.23,0
309,72,3,15.3,7.53,7.77,0
309,72,4,15.22,7.65,7.58,0
309,72,5,23.6,14.26,9.34,0
309,72,6,21.22,14.3,6.92,0
309,72,7,18.0,6.31,11.69,0
309,72,8,23.4,12.9,10.5,0
309,72,9,24.38,14.86,9.51,0
310,28,0,16.7,13.28,3.41,1
310,28,1,26.66,14.57,12.09,1
310,28,2,23.94,9.6,14.34,1
310,28,3,20.3,11.36,8.93,1
310,28,4,25.18,6.98,18.19,1
310,28,5,26.87,9.76,17.12,1
310,28,6,26.57,11.61,14.95,1
310,28,7,28.43,6.63,21.81,0
310,28,8,16.78,5.15,11.63,0
310,28,9,18.67,12.3,6.38,0
311,73,0,27.88,14.92,12.97,0
311,73,1,25.65,6.15,19.5,0
311,73,2,27.72,8.68,19.04,0
311,73,3,22.56,11.46,11.1,0
311,73,4,15.84,10.74,5.1,0
311,73,5,22.22,5.79,16.44,0
311,73,6,19.98,6.55,13.43,0
311,73,7,22.82,14.33,8.49,0
311,73,8,25.39,5.05,20.34,0
311,73,9,17.96,14.11,3.85,0
312,76,0,19.29,10.17,9.12,0
312,76,1,18.15,10.99,7.16,0
312,76,2,15.87,8.72,7.15,0
312,76,3,23.32,9.23,14.09,0
312,76,4,20.48,14.36,6.12,1
312,76,5,25.1,13.91,11.19,0
312,76,6,17.76,7.96,9.8,0
312,76,7,16.26,13.12,3.15,0
312,76,8,25.94,6.0,19.94,0
312,76,9,25.2,13.31,11.89,1
313,34,0,15.35,8.73,6.62,1
313,34,1,23.38,14.17,9.2,1
313,34,2,27.67,5.0,22.67,1
313,34,3,15.46,8.28,7.17,0
313,34,4,16.45,11.06,5.39,1
313,34,5,29.08,6.23,22.85,1
313,34,6,15.44,9.34,6.1,1
313,34,7,28.05,11.05,17.0,1
313,34,8,22.98,5.92,17.06,1
313,34,9,29.99,13.35,16.64,0
314,80,0,27.35,6.03,21.32,0
314,80,1,15.05,8.04,7.01,0
314,80,2,22.09,11.77,10.32,0
314,80,3,26.24,14.39,11.85,0
314,80,4,15.18,11.61,3.57,0
314,80,5,18.8,8.31,10.49,0
314,80,6,22.67,9.4,13.27,0
314,80,7,25.09,8.87,16.22,0
314,80,8,17.49,8.49,9.0,0
314,80,9,26.35,11.67,14.68,0
315,55,0,23.82,10.71,13.11,0
315,55,1,23.25,9.92,13.33,0
315,55,2,25.73,6.1,19.64,0
315,55,3,17.04,5.67,11.37,0
315,55,4,29.35,5.6,23.75,0
315,55,5,17.79,9.85,7.94,0
